"Ground truth number","Description","Length of description","Average working time (Writing)","Average finishing time (Writing)","Average reaction time (Writing)","Average working time (Voting)","Average finishing time (Voting)","Average reaction time (Voting)"
"1","1) Perfect round white table.
2) Height 3ft diameter 6 ft.
3) Great spacious surface; scratch resistant.
4) Finished with Board which give it extra shine.
5) Light weight to move easily from one place to another.
6) Perfect for board/card games.","240","211.666666667","10849.6666667","10638.0","47.0","799.25","752.25"
