Condition	Model	Seller rating	Seller rating count	Duration	Number of pictures	Length of description	End Weekday	Start Weekday	End Hour	Handling time	Global shipping	Shipping Locations	Shipping Type	Return accepted	Price
2.0	1971.0	6.0	7.0	11.0	2422.0	6.0	6.0	0.0	1.0	0.0	1.0	5.0	1.0	25.84
2.0	1970.0	3.0	7.0	6.0	430.0	1.0	1.0	0.0	2.0	0.0	1.0	7.0	1.0	8.5
2.0	1971.0	5.0	1.0	4.0	130.0	6.0	5.0	17.0	3.0	0.0	1.0	5.0	0.0	24.5
2.0	2007.0	4.0	1.0	1.0	410.0	6.0	5.0	4.0	2.0	0.0	6.0	5.0	0.0	10.5
2.0	1969.0	4.0	7.0	1.0	368.0	1.0	1.0	1.0	1.0	1.0	40.0	7.0	1.0	2.99
2.0	1971.0	3.0	7.0	3.0	344.0	1.0	1.0	0.0	2.0	0.0	1.0	5.0	0.0	36.0
2.0	1967.0	5.0	5.0	3.0	134.0	3.0	5.0	4.0	3.0	0.0	1.0	5.0	0.0	4.0
2.0	2007.0	5.0	5.0	2.0	375.0	7.0	2.0	22.0	2.0	0.0	1.0	5.0	0.0	21.5
2.0	1967.0	3.0	5.0	4.0	302.0	5.0	7.0	12.0	10.0	0.0	2.0	5.0	0.0	30.0
2.0	1970.0	7.0	5.0	7.0	4347.0	2.0	4.0	1.0	1.0	0.0	249.0	7.0	1.0	26.01
2.0	1971.0	3.0	1.0	1.0	212.0	4.0	3.0	19.0	10.0	0.0	249.0	5.0	1.0	19.76
2.0	1967.0	5.0	7.0	1.0	772.0	7.0	7.0	0.0	1.0	0.0	249.0	7.0	1.0	5.99
2.0	2007.0	3.0	7.0	4.0	1093.0	6.0	6.0	14.0	1.0	0.0	249.0	7.0	1.0	1.99
2.0	1967.0	6.0	7.0	3.0	1678.0	1.0	1.0	2.0	0.0	1.0	1.0	5.0	1.0	5.02
2.0	1970.0	3.0	7.0	4.0	1005.0	6.0	6.0	3.0	1.0	0.0	249.0	7.0	1.0	5.25
2.0	1964.0	7.0	3.0	1.0	1023.0	2.0	6.0	4.0	5.0	0.0	249.0	5.0	0.0	3.49
2.0	2013.0	4.0	5.0	11.0	810.0	3.0	5.0	3.0	3.0	0.0	249.0	5.0	0.0	8.0
2.0	1984.0	4.0	7.0	2.0	596.0	1.0	1.0	8.0	1.0	1.0	40.0	7.0	1.0	5.99
2.0	1971.0	4.0	7.0	1.0	295.0	2.0	2.0	1.0	1.0	0.0	1.0	5.0	1.0	20.75
2.0	1971.0	2.0	3.0	3.0	14.0	4.0	1.0	23.0	2.0	1.0	40.0	7.0	0.0	30.0
2.0	1970.0	7.0	7.0	6.0	307.0	3.0	3.0	0.0	3.0	0.0	249.0	5.0	0.0	14.99
2.0	1971.0	3.0	5.0	3.0	665.0	1.0	3.0	19.0	2.0	0.0	1.0	7.0	0.0	18.0
2.0	1968.0	5.0	7.0	1.0	79.0	2.0	2.0	20.0	1.0	0.0	1.0	5.0	1.0	1.29
2.0	1999.0	5.0	7.0	1.0	309.0	3.0	3.0	3.0	10.0	1.0	40.0	7.0	1.0	0.75
2.0	1970.0	5.0	7.0	1.0	1430.0	4.0	4.0	14.0	3.0	1.0	40.0	7.0	0.0	0.99
2.0	1967.0	4.0	7.0	1.0	461.0	3.0	3.0	22.0	2.0	1.0	249.0	7.0	0.0	29.58
2.0	1971.0	5.0	3.0	1.0	330.0	1.0	5.0	14.0	1.0	0.0	249.0	5.0	1.0	12.51
2.0	1965.0	2.0	5.0	1.0	436.0	7.0	2.0	1.0	3.0	1.0	40.0	7.0	1.0	1.29
2.0	1992.0	5.0	7.0	6.0	279.0	7.0	7.0	0.0	3.0	0.0	249.0	5.0	1.0	2.25
2.0	2012.0	3.0	5.0	2.0	64.0	3.0	5.0	1.0	2.0	1.0	40.0	7.0	1.0	1.99
2.0	1965.0	5.0	7.0	2.0	1755.0	3.0	3.0	3.0	1.0	1.0	249.0	7.0	1.0	3.75
2.0	2003.0	5.0	7.0	1.0	596.0	1.0	1.0	1.0	1.0	0.0	249.0	7.0	1.0	0.99
2.0	1992.0	4.0	7.0	4.0	676.0	5.0	5.0	2.0	1.0	0.0	1.0	5.0	1.0	69.0
2.0	2005.0	3.0	7.0	1.0	688.0	6.0	6.0	20.0	1.0	0.0	1.0	5.0	0.0	4.8
2.0	2007.0	7.0	7.0	1.0	172.0	3.0	3.0	4.0	1.0	0.0	249.0	5.0	1.0	13.22
2.0	1971.0	3.0	7.0	1.0	310.0	6.0	6.0	2.0	1.0	1.0	4.0	7.0	1.0	2.24
2.0	2005.0	7.0	7.0	1.0	167.0	3.0	3.0	4.0	1.0	0.0	249.0	5.0	1.0	13.22
2.0	1965.0	1.0	7.0	2.0	151.0	4.0	4.0	1.0	2.0	0.0	1.0	7.0	0.0	1.04
2.0	2012.0	4.0	7.0	2.0	647.0	4.0	4.0	18.0	2.0	1.0	249.0	7.0	0.0	0.97
2.0	1971.0	5.0	5.0	1.0	169.0	7.0	2.0	5.0	3.0	0.0	1.0	5.0	0.0	4.99
2.0	2010.0	5.0	10.0	3.0	246.0	1.0	5.0	2.0	3.0	0.0	249.0	7.0	0.0	17.51
1.0	1968.0	6.0	7.0	6.0	582.0	1.0	1.0	3.0	1.0	0.0	1.0	5.0	1.0	8.78
2.0	1969.0	5.0	5.0	4.0	1522.0	5.0	7.0	1.0	2.0	0.0	1.0	5.0	0.0	65.77
2.0	1105.0	5.0	7.0	1.0	4144.0	5.0	5.0	0.0	1.0	0.0	4.0	5.0	1.0	1.04
2.0	1971.0	5.0	7.0	1.0	598.0	7.0	7.0	23.0	1.0	0.0	249.0	7.0	1.0	0.99
1.0	1968.0	1.0	7.0	8.0	1108.0	6.0	6.0	19.0	1.0	0.0	249.0	7.0	0.0	0.99
2.0	2012.0	3.0	5.0	1.0	109.0	1.0	3.0	2.0	2.0	0.0	1.0	3.0	1.0	2.25
2.0	1969.0	0.0	3.0	2.0	355.0	5.0	2.0	0.0	1.0	1.0	40.0	7.0	1.0	2.0
2.0	1967.0	4.0	5.0	1.0	79.0	3.0	5.0	10.0	2.0	0.0	1.0	5.0	1.0	2.0
2.0	1967.0	5.0	7.0	3.0	421.0	6.0	6.0	19.0	1.0	0.0	249.0	7.0	1.0	1.34
2.0	1971.0	4.0	1.0	5.0	393.0	3.0	2.0	1.0	2.0	0.0	1.0	5.0	1.0	22.99
2.0	1971.0	4.0	7.0	1.0	248.0	6.0	6.0	15.0	2.0	1.0	40.0	7.0	1.0	3.25
2.0	1969.0	5.0	7.0	1.0	4285.0	1.0	1.0	0.0	1.0	0.0	4.0	5.0	1.0	2.32
2.0	1967.0	8.0	7.0	1.0	179.0	2.0	2.0	11.0	1.0	0.0	249.0	5.0	1.0	4.25
2.0	2010.0	4.0	7.0	2.0	507.0	7.0	7.0	5.0	1.0	0.0	1.0	5.0	1.0	2.49
2.0	1992.0	5.0	7.0	1.0	4189.0	1.0	1.0	1.0	1.0	0.0	4.0	5.0	1.0	2.8
2.0	1967.0	5.0	3.0	1.0	370.0	7.0	4.0	18.0	1.0	0.0	1.0	5.0	1.0	13.56
2.0	1969.0	6.0	7.0	1.0	81.0	5.0	5.0	1.0	1.0	0.0	249.0	5.0	1.0	10.5
2.0	1970.0	7.0	5.0	8.0	4333.0	2.0	4.0	1.0	1.0	0.0	249.0	7.0	1.0	45.6
2.0	2012.0	5.0	1.0	1.0	362.0	6.0	5.0	17.0	1.0	0.0	1.0	5.0	1.0	10.99
2.0	2012.0	5.0	5.0	1.0	110.0	6.0	1.0	22.0	2.0	1.0	40.0	7.0	0.0	0.99
2.0	2013.0	4.0	7.0	2.0	186.0	4.0	4.0	1.0	3.0	0.0	1.0	5.0	0.0	0.99
2.0	1970.0	4.0	3.0	2.0	619.0	4.0	1.0	2.0	1.0	1.0	40.0	7.0	1.0	4.99
2.0	1999.0	2.0	7.0	2.0	270.0	2.0	2.0	1.0	1.0	1.0	249.0	7.0	1.0	5.99
2.0	2007.0	3.0	3.0	1.0	318.0	2.0	6.0	2.0	2.0	1.0	40.0	7.0	1.0	10.0
