Condition	Model	Seller rating	Seller rating count	Duration	Number of pictures	Length of description	End Weekday	Start Weekday	End Hour	Handling time	Global shipping	Shipping Locations	Shipping Type	Return accepted	Price
1.0	0.0	0.997	0.583333333333	0.222222222222	0.0	0.002046	0.166666666667	0.833333333333	0.173913043478	0.25	0.0	1.0	0.714285714286	0.0	3.49
1.0	0.98	1.0	0.333333333333	0.444444444444	0.909090909091	0.00162	0.333333333333	0.666666666667	0.130434782609	0.15	0.0	1.0	0.714285714286	0.0	8.0
1.0	0.4	0.997	0.333333333333	0.666666666667	0.0909090909091	0.001192	0.0	0.0	0.347826086957	0.05	1.0	0.160642570281	1.0	1.0	5.99
1.0	0.14	1.0	0.333333333333	0.666666666667	0.0	0.00059	0.166666666667	0.166666666667	0.0434782608696	0.05	0.0	0.00401606425703	0.714285714286	1.0	20.75
1.0	0.14	0.979	0.166666666667	0.222222222222	0.181818181818	2.8e-05	0.5	0.0	1.0	0.1	1.0	0.160642570281	1.0	0.0	30.0
1.0	0.12	0.994	0.583333333333	0.666666666667	0.454545454545	0.000614	0.333333333333	0.333333333333	0.0	0.15	0.0	1.0	0.714285714286	0.0	14.99
1.0	0.14	1.0	0.25	0.444444444444	0.181818181818	0.00133	0.0	0.333333333333	0.826086956522	0.1	0.0	0.00401606425703	1.0	0.0	18.0
1.0	0.08	0.999	0.416666666667	0.666666666667	0.0	0.000158	0.166666666667	0.166666666667	0.869565217391	0.05	0.0	0.00401606425703	0.714285714286	1.0	1.29
1.0	0.7	0.99	0.416666666667	0.666666666667	0.0	0.000618	0.333333333333	0.333333333333	0.130434782609	0.5	1.0	0.160642570281	1.0	1.0	0.75
1.0	0.12	0.994	0.416666666667	0.666666666667	0.0	0.00286	0.5	0.5	0.608695652174	0.15	1.0	0.160642570281	1.0	0.0	0.99
1.0	0.06	1.0	0.333333333333	0.666666666667	0.0	0.000922	0.333333333333	0.333333333333	0.95652173913	0.1	1.0	1.0	1.0	0.0	29.58
1.0	0.14	0.995	0.416666666667	0.222222222222	0.0	0.00066	0.0	0.666666666667	0.608695652174	0.05	0.0	1.0	0.714285714286	1.0	12.51
1.0	0.02	1.0	0.166666666667	0.444444444444	0.0	0.000872	1.0	0.166666666667	0.0434782608696	0.15	1.0	0.160642570281	1.0	1.0	1.29
1.0	0.56	0.981	0.416666666667	0.666666666667	0.454545454545	0.000558	1.0	1.0	0.0	0.15	0.0	1.0	0.714285714286	1.0	2.25
1.0	0.96	1.0	0.25	0.444444444444	0.0909090909091	0.000128	0.333333333333	0.666666666667	0.0434782608696	0.1	1.0	0.160642570281	1.0	1.0	1.99
1.0	0.02	1.0	0.416666666667	0.666666666667	0.0909090909091	0.00351	0.333333333333	0.333333333333	0.130434782609	0.05	1.0	1.0	1.0	1.0	3.75
1.0	0.78	0.997	0.416666666667	0.666666666667	0.0	0.001192	0.0	0.0	0.0434782608696	0.05	0.0	1.0	1.0	1.0	0.99
1.0	0.56	1.0	0.333333333333	0.666666666667	0.272727272727	0.001352	0.666666666667	0.666666666667	0.0869565217391	0.05	0.0	0.00401606425703	0.714285714286	1.0	69.0
1.0	0.82	1.0	0.25	0.666666666667	0.0	0.001376	0.833333333333	0.833333333333	0.869565217391	0.05	0.0	0.00401606425703	0.714285714286	0.0	4.8
1.0	0.86	0.998	0.583333333333	0.666666666667	0.0	0.000344	0.333333333333	0.333333333333	0.173913043478	0.05	0.0	1.0	0.714285714286	1.0	13.22
1.0	0.14	1.0	0.25	0.666666666667	0.0	0.00062	0.833333333333	0.833333333333	0.0869565217391	0.05	1.0	0.0160642570281	1.0	1.0	2.24
1.0	0.82	0.998	0.583333333333	0.666666666667	0.0	0.000334	0.333333333333	0.333333333333	0.173913043478	0.05	0.0	1.0	0.714285714286	1.0	13.22
1.0	0.02	1.0	0.0833333333333	0.666666666667	0.0909090909091	0.000302	0.5	0.5	0.0434782608696	0.1	0.0	0.00401606425703	1.0	0.0	1.04
1.0	0.96	0.998	0.333333333333	0.666666666667	0.0909090909091	0.001294	0.5	0.5	0.782608695652	0.1	1.0	1.0	1.0	0.0	0.97
1.0	0.14	0.988	0.416666666667	0.444444444444	0.0	0.000338	1.0	0.166666666667	0.217391304348	0.15	0.0	0.00401606425703	0.714285714286	0.0	4.99
1.0	0.92	0.999	0.416666666667	1.0	0.181818181818	0.000492	0.0	0.666666666667	0.0869565217391	0.15	0.0	1.0	1.0	0.0	17.51
0.0	0.08	1.0	0.5	0.666666666667	0.454545454545	0.001164	0.0	0.0	0.130434782609	0.05	0.0	0.00401606425703	0.714285714286	1.0	8.78
1.0	0.1	0.996	0.416666666667	0.444444444444	0.272727272727	0.003044	0.666666666667	1.0	0.0434782608696	0.1	0.0	0.00401606425703	0.714285714286	0.0	65.77
1.0	-17.18	0.999	0.416666666667	0.666666666667	0.0	0.008288	0.666666666667	0.666666666667	0.0	0.05	0.0	0.0160642570281	0.714285714286	1.0	1.04
1.0	0.14	0.997	0.416666666667	0.666666666667	0.0	0.001196	1.0	1.0	1.0	0.05	0.0	1.0	1.0	1.0	0.99
0.0	0.08	1.0	0.0833333333333	0.666666666667	0.636363636364	0.002216	0.833333333333	0.833333333333	0.826086956522	0.05	0.0	1.0	1.0	0.0	0.99
1.0	0.96	0.984	0.25	0.444444444444	0.0	0.000218	0.0	0.333333333333	0.0869565217391	0.1	0.0	0.00401606425703	0.428571428571	1.0	2.25
1.0	0.1	1.0	0.0	0.222222222222	0.0909090909091	0.00071	0.666666666667	0.166666666667	0.0	0.05	1.0	0.160642570281	1.0	1.0	2.0
1.0	0.06	1.0	0.333333333333	0.444444444444	0.0	0.000158	0.333333333333	0.666666666667	0.434782608696	0.1	0.0	0.00401606425703	0.714285714286	1.0	2.0
1.0	0.06	0.996	0.416666666667	0.666666666667	0.181818181818	0.000842	0.833333333333	0.833333333333	0.826086956522	0.05	0.0	1.0	1.0	1.0	1.34
1.0	0.14	1.0	0.333333333333	0.0	0.363636363636	0.000786	0.333333333333	0.166666666667	0.0434782608696	0.1	0.0	0.00401606425703	0.714285714286	1.0	22.99
1.0	0.14	1.0	0.333333333333	0.666666666667	0.0	0.000496	0.833333333333	0.833333333333	0.652173913043	0.1	1.0	0.160642570281	1.0	1.0	3.25
1.0	0.1	0.999	0.416666666667	0.666666666667	0.0	0.00857	0.0	0.0	0.0	0.05	0.0	0.0160642570281	0.714285714286	1.0	2.32
1.0	0.06	1.0	0.666666666667	0.666666666667	0.0	0.000358	0.166666666667	0.166666666667	0.478260869565	0.05	0.0	1.0	0.714285714286	1.0	4.25
1.0	0.92	1.0	0.333333333333	0.666666666667	0.0909090909091	0.001014	1.0	1.0	0.217391304348	0.05	0.0	0.00401606425703	0.714285714286	1.0	2.49
1.0	0.56	0.999	0.416666666667	0.666666666667	0.0	0.008378	0.0	0.0	0.0434782608696	0.05	0.0	0.0160642570281	0.714285714286	1.0	2.8
1.0	0.06	1.0	0.416666666667	0.222222222222	0.0	0.00074	1.0	0.5	0.782608695652	0.05	0.0	0.00401606425703	0.714285714286	1.0	13.56
1.0	0.1	1.0	0.5	0.666666666667	0.0	0.000162	0.666666666667	0.666666666667	0.0434782608696	0.05	0.0	1.0	0.714285714286	1.0	10.5
1.0	0.12	0.999	0.583333333333	0.444444444444	0.636363636364	0.008666	0.166666666667	0.5	0.0434782608696	0.05	0.0	1.0	1.0	1.0	45.6
1.0	0.96	1.0	0.416666666667	0.0	0.0	0.000724	0.833333333333	0.666666666667	0.739130434783	0.05	0.0	0.00401606425703	0.714285714286	1.0	10.99
1.0	0.96	0.99	0.416666666667	0.444444444444	0.0	0.00022	0.833333333333	0.0	0.95652173913	0.1	1.0	0.160642570281	1.0	0.0	0.99
1.0	0.98	0.996	0.333333333333	0.666666666667	0.0909090909091	0.000372	0.5	0.5	0.0434782608696	0.15	0.0	0.00401606425703	0.714285714286	0.0	0.99
1.0	0.12	1.0	0.333333333333	0.222222222222	0.0909090909091	0.001238	0.5	0.0	0.0869565217391	0.05	1.0	0.160642570281	1.0	1.0	4.99
1.0	0.7	1.0	0.166666666667	0.666666666667	0.0909090909091	0.00054	0.166666666667	0.166666666667	0.0434782608696	0.05	1.0	1.0	1.0	1.0	5.99
1.0	0.86	1.0	0.25	0.222222222222	0.0	0.000636	0.166666666667	0.833333333333	0.0869565217391	0.1	1.0	0.160642570281	1.0	1.0	10.0
1.0	0.56	1.0	0.25	0.666666666667	0.0909090909091	0.000468	1.0	1.0	0.695652173913	0.1	0.0	0.00401606425703	0.714285714286	0.0	0.99
1.0	-0.04	0.996	0.416666666667	0.666666666667	0.0	0.000362	0.666666666667	0.666666666667	0.95652173913	0.05	1.0	1.0	1.0	1.0	0.99
1.0	0.14	0.998	0.333333333333	0.666666666667	0.0909090909091	0.001198	0.666666666667	0.666666666667	0.739130434783	0.1	1.0	1.0	1.0	0.0	0.97
1.0	0.14	0.997	0.416666666667	0.666666666667	0.0	0.002102	1.0	1.0	0.0869565217391	0.1	1.0	1.0	1.0	0.0	6.56
1.0	0.1	1.0	0.416666666667	0.666666666667	0.454545454545	0.001802	0.666666666667	0.666666666667	0.0	0.05	0.0	0.00401606425703	0.714285714286	1.0	0.99
1.0	0.4	0.998	0.5	0.444444444444	0.0	0.000712	0.5	0.833333333333	0.608695652174	0.05	0.0	1.0	0.714285714286	1.0	2.5
1.0	0.86	1.0	0.416666666667	0.444444444444	0.0909090909091	0.000838	0.333333333333	0.666666666667	0.0869565217391	0.15	0.0	0.00401606425703	0.714285714286	0.0	20.5
1.0	0.96	1.0	0.333333333333	0.222222222222	0.363636363636	0.000896	0.333333333333	1.0	0.739130434783	0.1	0.0	0.00401606425703	0.714285714286	1.0	1.36
1.0	0.06	1.0	0.25	0.666666666667	0.272727272727	0.001972	0.833333333333	0.833333333333	0.652173913043	0.05	0.0	1.0	1.0	1.0	2.49
1.0	0.98	0.999	0.416666666667	0.666666666667	0.0	0.008374	0.0	0.0	0.0434782608696	0.05	0.0	0.0160642570281	0.714285714286	1.0	2.07
1.0	-0.04	1.0	0.333333333333	0.444444444444	0.818181818182	0.00162	0.333333333333	0.666666666667	0.0434782608696	0.15	0.0	1.0	0.714285714286	0.0	6.99
1.0	0.86	1.0	0.25	0.666666666667	0.181818181818	0.000552	1.0	1.0	1.0	0.15	1.0	0.160642570281	1.0	1.0	19.28
1.0	0.14	0.998	0.333333333333	0.666666666667	0.0909090909091	0.001246	0.333333333333	0.333333333333	0.652173913043	0.1	0.0	0.00401606425703	0.714285714286	0.0	0.97
1.0	0.86	1.0	0.25	0.222222222222	0.0909090909091	0.000352	0.833333333333	0.333333333333	0.95652173913	0.1	0.0	1.0	1.0	0.0	12.51
1.0	0.1	1.0	0.333333333333	0.666666666667	0.0	0.000928	0.333333333333	0.333333333333	0.0434782608696	0.05	0.0	0.00401606425703	0.714285714286	1.0	13.5
1.0	0.08	1.0	0.416666666667	0.666666666667	0.454545454545	0.008402	0.833333333333	0.833333333333	0.130434782609	0.05	0.0	1.0	1.0	1.0	0.99
1.0	-0.04	1.0	0.25	0.444444444444	0.545454545455	0.005072	0.5	0.833333333333	0.304347826087	0.05	0.0	0.00401606425703	0.714285714286	1.0	0.99
1.0	0.56	1.0	0.25	0.444444444444	0.0909090909091	0.000114	0.0	0.333333333333	0.0869565217391	0.1	1.0	0.160642570281	1.0	1.0	1.99
1.0	0.56	1.0	0.333333333333	0.444444444444	0.0909090909091	0.001088	0.833333333333	0.0	0.0434782608696	0.05	0.0	0.00401606425703	0.714285714286	1.0	2.99
1.0	0.08	1.0	0.583333333333	0.444444444444	0.0909090909091	0.004144	0.5	0.833333333333	0.0869565217391	0.05	0.0	1.0	1.0	1.0	12.95
1.0	0.86	0.99	0.416666666667	0.222222222222	0.0	0.0002	0.333333333333	1.0	0.0	0.1	1.0	0.160642570281	1.0	0.0	0.99
1.0	0.98	0.997	0.416666666667	0.666666666667	0.0	0.00118	0.0	0.0	0.0	0.05	0.0	1.0	1.0	1.0	0.99
1.0	0.06	1.0	0.416666666667	0.666666666667	0.0909090909091	0.002374	0.166666666667	0.166666666667	0.130434782609	0.2	1.0	0.0562248995984	1.0	0.0	9.99
1.0	0.68	1.0	0.25	0.666666666667	0.0	0.000304	0.833333333333	0.833333333333	0.173913043478	0.1	0.0	0.00401606425703	0.714285714286	0.0	0.69
1.0	0.14	1.0	0.416666666667	0.666666666667	0.0	0.000192	0.666666666667	0.666666666667	0.913043478261	0.15	0.0	1.0	0.714285714286	0.0	1.75
1.0	0.86	0.999	0.416666666667	0.666666666667	0.0	0.008378	0.0	0.0	0.0434782608696	0.05	0.0	0.0160642570281	0.714285714286	1.0	2.07
1.0	0.06	0.996	0.333333333333	0.444444444444	0.181818181818	0.00031	0.833333333333	0.0	0.0434782608696	0.15	0.0	0.00401606425703	1.0	0.0	0.99
1.0	0.06	1.0	0.25	0.666666666667	0.363636363636	0.002344	0.0	0.0	0.0434782608696	0.1	0.0	0.00401606425703	1.0	0.0	5.5
1.0	0.14	1.0	0.333333333333	0.444444444444	0.272727272727	0.00028	0.833333333333	0.0	0.130434782609	0.05	0.0	0.00401606425703	0.428571428571	1.0	24.5
1.0	0.98	1.0	0.5	0.222222222222	0.181818181818	0.003372	1.0	0.5	0.0	0.0	0.0	0.00401606425703	0.714285714286	1.0	1.51
1.0	0.06	1.0	0.416666666667	0.222222222222	0.0	0.001048	0.166666666667	0.833333333333	0.652173913043	0.05	0.0	0.00401606425703	0.714285714286	1.0	1.99
1.0	0.66	0.999	0.5	0.666666666667	0.181818181818	0.001864	0.666666666667	0.666666666667	0.0434782608696	0.05	0.0	1.0	1.0	1.0	11.49
1.0	0.14	1.0	0.333333333333	0.222222222222	0.363636363636	0.000626	1.0	0.5	0.0869565217391	0.1	0.0	0.00401606425703	0.714285714286	0.0	0.01
1.0	0.84	0.998	0.583333333333	0.666666666667	0.0	0.002936	0.666666666667	0.666666666667	0.0434782608696	0.05	0.0	1.0	1.0	1.0	15.99
1.0	0.14	0.991	0.416666666667	0.222222222222	0.0909090909091	0.00062	0.5	0.0	0.0	0.25	0.0	0.00401606425703	0.714285714286	0.0	23.0
0.0	0.06	1.0	0.25	0.666666666667	0.272727272727	0.002412	0.166666666667	0.166666666667	0.260869565217	0.15	0.0	0.00401606425703	0.714285714286	1.0	10.0
1.0	0.08	0.999	0.416666666667	0.666666666667	0.0	0.008284	0.0	0.0	0.0	0.05	0.0	0.0160642570281	0.714285714286	1.0	1.89
1.0	0.1	0.995	0.416666666667	0.444444444444	0.0	0.000306	0.666666666667	1.0	0.95652173913	0.05	0.0	1.0	0.714285714286	1.0	31.0
1.0	0.14	1.0	0.25	0.666666666667	0.272727272727	0.00224	0.833333333333	0.833333333333	0.782608695652	0.05	0.0	1.0	1.0	1.0	1.99
1.0	0.06	0.99	0.416666666667	0.666666666667	0.0909090909091	0.000886	0.166666666667	0.166666666667	0.0434782608696	0.05	0.0	1.0	0.714285714286	1.0	1.99
1.0	0.7	1.0	0.25	0.666666666667	0.0	0.00227	0.666666666667	0.666666666667	0.826086956522	0.15	0.0	0.00401606425703	0.714285714286	1.0	3.25
1.0	0.14	1.0	0.25	0.444444444444	0.0	0.000894	0.5	0.833333333333	0.0869565217391	0.1	0.0	0.00401606425703	0.714285714286	0.0	15.49
1.0	0.86	1.0	0.416666666667	0.222222222222	0.0	0.00075	1.0	0.5	0.739130434783	0.05	0.0	0.00401606425703	0.714285714286	1.0	12.05
1.0	0.02	1.0	0.5	0.666666666667	0.0	0.000544	0.333333333333	0.333333333333	0.0	0.05	0.0	1.0	0.714285714286	1.0	1.29
1.0	0.56	1.0	0.25	0.222222222222	0.0	0.000266	0.833333333333	0.333333333333	0.347826086957	0.1	0.0	0.00401606425703	0.714285714286	0.0	5.04
1.0	0.56	1.0	0.416666666667	0.222222222222	0.0	0.001414	0.5	0.0	1.0	0.1	1.0	1.0	1.0	1.0	26.0
1.0	0.14	1.0	0.333333333333	0.0	0.0	0.000414	0.166666666667	0.0	0.652173913043	0.1	1.0	0.160642570281	1.0	1.0	4.51
1.0	0.1	0.999	0.416666666667	0.666666666667	0.0	0.008332	0.0	0.0	0.0	0.05	0.0	0.0160642570281	0.714285714286	1.0	0.99
1.0	0.08	0.999	0.5	0.666666666667	0.363636363636	0.00174	0.833333333333	0.833333333333	0.0	0.05	0.0	1.0	1.0	1.0	4.99
1.0	0.14	1.0	0.25	0.666666666667	0.272727272727	0.002054	0.5	0.5	0.130434782609	0.05	0.0	1.0	1.0	1.0	2.55
1.0	0.38	1.0	0.416666666667	0.222222222222	0.0909090909091	0.000144	0.666666666667	0.166666666667	0.652173913043	0.05	0.0	1.0	1.0	1.0	27.02
1.0	0.98	1.0	0.25	0.444444444444	0.0909090909091	0.000114	1.0	0.166666666667	1.0	0.1	1.0	0.160642570281	1.0	1.0	1.99
1.0	0.06	1.0	0.416666666667	0.222222222222	0.272727272727	0.004422	0.833333333333	0.333333333333	0.0434782608696	0.1	0.0	1.0	1.0	1.0	21.0
1.0	0.86	1.0	0.333333333333	0.666666666667	0.0	0.000788	0.666666666667	0.666666666667	0.0	0.05	0.0	1.0	1.0	1.0	24.26
1.0	0.02	1.0	0.333333333333	0.444444444444	0.0	0.000896	0.0	0.333333333333	0.0434782608696	0.05	0.0	0.00401606425703	0.714285714286	1.0	4.99
1.0	0.14	1.0	0.25	0.222222222222	0.181818181818	0.000254	1.0	0.5	0.869565217391	0.15	1.0	0.160642570281	1.0	0.0	20.49
1.0	0.06	1.0	0.416666666667	0.222222222222	0.272727272727	0.000812	0.5	0.0	0.130434782609	0.05	0.0	1.0	0.428571428571	1.0	33.02
0.0	0.14	0.998	0.333333333333	0.666666666667	0.0	0.000458	0.0	0.0	0.130434782609	0.05	0.0	0.00401606425703	0.714285714286	1.0	2.99
1.0	0.14	1.0	0.666666666667	0.666666666667	0.0	0.00035	1.0	1.0	0.652173913043	0.05	0.0	1.0	0.714285714286	1.0	2.0
1.0	0.02	1.0	0.25	0.666666666667	0.181818181818	0.001996	0.333333333333	0.333333333333	0.652173913043	0.1	1.0	0.160642570281	1.0	0.0	14.99
1.0	0.02	1.0	0.416666666667	0.666666666667	0.545454545455	0.001802	1.0	1.0	0.782608695652	0.05	0.0	0.00401606425703	0.714285714286	1.0	0.99
1.0	0.98	1.0	0.416666666667	0.666666666667	0.545454545455	0.000606	0.0	0.0	0.0	0.05	1.0	0.160642570281	1.0	1.0	7.52
1.0	0.06	1.0	0.25	0.666666666667	0.0909090909091	0.003978	0.833333333333	0.833333333333	0.217391304348	0.05	0.0	1.0	1.0	1.0	8.0
1.0	0.06	1.0	0.25	0.666666666667	0.181818181818	0.000148	0.166666666667	0.166666666667	0.0434782608696	0.1	0.0	0.00401606425703	0.714285714286	0.0	5.07
0.0	0.06	0.998	0.416666666667	0.444444444444	0.363636363636	0.0016	0.166666666667	0.5	0.739130434783	0.05	0.0	1.0	1.0	1.0	1.09
1.0	0.12	1.0	0.166666666667	0.666666666667	0.272727272727	7.6e-05	1.0	1.0	0.95652173913	0.1	1.0	0.160642570281	1.0	1.0	2.35
1.0	0.06	1.0	0.416666666667	0.666666666667	0.0909090909091	0.001714	0.666666666667	0.666666666667	0.0	0.05	0.0	1.0	1.0	1.0	13.5
1.0	0.14	1.0	0.333333333333	0.666666666667	0.0	0.000638	0.166666666667	0.166666666667	0.0434782608696	0.05	0.0	0.00401606425703	0.714285714286	1.0	20.5
1.0	0.86	1.0	0.25	0.222222222222	0.0909090909091	0.000452	1.0	0.5	0.0434782608696	0.1	0.0	0.00401606425703	0.714285714286	0.0	15.49
1.0	0.02	1.0	0.416666666667	0.666666666667	0.0	0.000684	0.0	0.0	0.0	0.05	0.0	0.00401606425703	0.714285714286	1.0	0.99
1.0	0.56	0.998	0.25	0.666666666667	0.0	0.001852	1.0	1.0	0.173913043478	0.05	0.0	1.0	1.0	1.0	1.49
1.0	0.12	1.0	0.416666666667	0.666666666667	0.0	0.000884	0.833333333333	0.833333333333	0.130434782609	0.1	0.0	0.00401606425703	0.714285714286	0.0	10.99
1.0	0.06	1.0	0.333333333333	0.666666666667	0.0	0.000178	0.166666666667	0.166666666667	0.739130434783	0.15	0.0	0.00401606425703	1.0	0.0	4.24
0.0	0.14	1.0	0.25	0.666666666667	0.454545454545	0.001004	0.333333333333	0.333333333333	0.0869565217391	0.05	1.0	0.160642570281	1.0	1.0	7.77
1.0	0.86	0.955	0.333333333333	0.222222222222	0.0909090909091	0.000492	0.166666666667	0.833333333333	0.0434782608696	0.15	1.0	0.160642570281	1.0	1.0	20.52
1.0	0.14	1.0	0.5	0.666666666667	0.0	0.000652	0.5	0.5	0.130434782609	0.15	0.0	1.0	1.0	1.0	14.99
1.0	0.14	1.0	0.333333333333	0.222222222222	0.363636363636	0.000672	0.666666666667	0.166666666667	0.217391304348	0.1	0.0	0.00401606425703	0.714285714286	1.0	0.99
1.0	0.14	1.0	0.416666666667	0.666666666667	0.0909090909091	0.001382	0.833333333333	0.833333333333	0.0869565217391	0.1	1.0	0.160642570281	1.0	1.0	2.99
1.0	-0.04	1.0	0.25	0.666666666667	0.545454545455	0.005072	0.5	0.5	0.782608695652	0.05	0.0	0.00401606425703	0.714285714286	1.0	0.99
1.0	0.1	1.0	0.416666666667	0.666666666667	0.727272727273	0.000918	0.166666666667	0.166666666667	0.173913043478	0.05	0.0	0.00401606425703	0.714285714286	1.0	5.75
1.0	0.12	1.0	0.416666666667	0.666666666667	0.454545454545	0.010028	1.0	1.0	0.0	0.05	1.0	0.160642570281	1.0	1.0	9.88
1.0	0.06	0.995	0.416666666667	0.444444444444	0.0	0.000306	0.666666666667	1.0	0.0434782608696	0.05	0.0	1.0	0.714285714286	1.0	6.05
1.0	-0.04	1.0	0.25	0.666666666667	0.0	0.000112	1.0	1.0	0.0434782608696	0.1	1.0	0.160642570281	1.0	1.0	1.99
1.0	0.02	0.999	0.416666666667	0.666666666667	0.0	0.006768	0.0	0.0	0.0434782608696	0.05	0.0	0.0160642570281	0.714285714286	1.0	12.0
1.0	0.86	1.0	0.25	0.222222222222	0.0909090909091	0.000302	0.5	0.0	0.869565217391	0.1	0.0	0.00401606425703	0.428571428571	0.0	4.0
1.0	0.96	0.997	0.416666666667	0.666666666667	0.0	0.001194	0.0	0.0	0.0	0.05	0.0	1.0	1.0	1.0	0.99
0.0	0.86	1.0	0.25	0.222222222222	0.181818181818	0.000518	0.5	0.0	0.0869565217391	0.1	0.0	0.00401606425703	0.714285714286	0.0	13.7
1.0	0.56	0.997	0.416666666667	0.666666666667	0.0	0.00118	0.0	0.0	0.0434782608696	0.05	0.0	1.0	1.0	1.0	0.99
1.0	0.14	0.998	0.333333333333	0.666666666667	0.0909090909091	0.001198	0.666666666667	0.666666666667	1.0	0.1	1.0	1.0	1.0	0.0	1.75
1.0	0.02	0.987	0.333333333333	0.444444444444	0.0	0.000898	0.5	0.833333333333	0.565217391304	0.1	1.0	0.160642570281	1.0	0.0	3.0
1.0	0.86	0.998	0.333333333333	0.666666666667	0.0909090909091	0.001296	0.5	0.5	0.782608695652	0.1	1.0	1.0	1.0	0.0	0.97
1.0	0.96	1.0	0.333333333333	0.444444444444	0.0	0.000422	0.166666666667	0.5	0.695652173913	0.05	1.0	0.160642570281	1.0	0.0	1.98
1.0	0.02	1.0	0.25	0.666666666667	0.272727272727	0.002028	0.0	0.0	0.130434782609	0.05	0.0	1.0	1.0	0.0	5.24
1.0	0.02	0.995	0.416666666667	1.0	0.0909090909091	0.002304	0.0	0.666666666667	0.130434782609	0.05	0.0	0.00401606425703	0.428571428571	0.0	9.99
1.0	0.14	1.0	0.333333333333	0.222222222222	0.0	0.00026	0.333333333333	1.0	1.0	0.1	1.0	0.160642570281	1.0	0.0	0.01
1.0	0.12	1.0	0.333333333333	0.444444444444	0.454545454545	0.00162	0.166666666667	0.5	0.782608695652	0.15	0.0	1.0	0.714285714286	0.0	6.99
0.0	0.82	0.995	0.416666666667	0.444444444444	0.0	0.000404	0.333333333333	0.666666666667	0.913043478261	0.05	0.0	1.0	0.714285714286	1.0	4.39
1.0	0.06	1.0	0.416666666667	0.666666666667	0.0909090909091	0.00064	0.0	0.0	0.0434782608696	0.15	1.0	0.160642570281	1.0	0.0	1.49
1.0	0.08	0.992	0.416666666667	0.666666666667	0.0909090909091	0.0008	0.666666666667	0.666666666667	0.0434782608696	0.05	0.0	0.00401606425703	0.714285714286	1.0	0.99
1.0	0.14	1.0	0.416666666667	0.666666666667	0.272727272727	0.00042	0.5	0.5	0.913043478261	0.1	1.0	0.160642570281	1.0	1.0	25.0
1.0	0.06	0.997	0.25	0.666666666667	0.181818181818	0.002088	0.666666666667	0.666666666667	0.521739130435	0.1	0.0	0.00401606425703	1.0	0.0	5.0
1.0	0.06	1.0	0.416666666667	0.444444444444	0.0	0.000436	0.333333333333	0.666666666667	0.869565217391	0.2	0.0	1.0	1.0	1.0	1.5
1.0	-0.04	1.0	0.5	0.0	0.181818181818	0.000932	0.666666666667	0.5	0.608695652174	0.05	1.0	1.0	1.0	1.0	1.99
1.0	0.14	0.995	0.416666666667	0.444444444444	0.0	0.000306	0.666666666667	1.0	0.869565217391	0.05	0.0	1.0	0.714285714286	1.0	2.83
